network_type,N,<k>,seq,RSU_Sampling,MDS_1,MDS_2,Diff_MDS_1,Diff_MDS_2,UDS_0,UDS_CLAPS,UDS_RSU,time_CLAPS,time_RSU
ER,1000,2.0,0,20,441,431,269,259,700,633,674,0.07175207138061523,0.20417547225952148
ER,1000,2.0,0,50,441,431,269,259,700,633,675,0.07175207138061523,0.5243325233459473
ER,1000,2.0,0,100,441,431,269,259,700,633,672,0.07175207138061523,1.0423312187194824
ER,1000,2.0,0,200,441,431,269,259,700,633,669,0.07175207138061523,2.1412696838378906
ER,1000,2.0,1,20,441,431,261,251,692,633,672,0.021612882614135742,0.21509218215942383
ER,1000,2.0,1,50,441,431,261,251,692,633,672,0.021612882614135742,0.5459582805633545
ER,1000,2.0,1,100,441,431,261,251,692,633,670,0.021612882614135742,1.0946247577667236
ER,1000,2.0,1,200,441,431,261,251,692,633,669,0.021612882614135742,2.1428892612457275
ER,1000,2.0,2,20,441,431,256,246,687,633,672,0.021825313568115234,0.22100520133972168
ER,1000,2.0,2,50,441,431,256,246,687,633,674,0.021825313568115234,0.5609240531921387
ER,1000,2.0,2,100,441,431,256,246,687,633,671,0.021825313568115234,1.075188159942627
ER,1000,2.0,2,200,441,431,256,246,687,633,668,0.021825313568115234,2.163245439529419
ER,1000,2.0,3,20,441,431,254,244,685,633,674,0.020528316497802734,0.2160496711730957
ER,1000,2.0,3,50,441,431,254,244,685,633,676,0.020528316497802734,0.5355777740478516
ER,1000,2.0,3,100,441,431,254,244,685,633,671,0.020528316497802734,1.042769432067871
ER,1000,2.0,3,200,441,431,254,244,685,633,672,0.020528316497802734,2.128084659576416
ER,1000,2.0,4,20,441,431,258,248,689,633,674,0.02050018310546875,0.22258257865905762
ER,1000,2.0,4,50,441,431,258,248,689,633,674,0.02050018310546875,0.5348172187805176
ER,1000,2.0,4,100,441,431,258,248,689,633,669,0.02050018310546875,1.0561137199401855
ER,1000,2.0,4,200,441,431,258,248,689,633,668,0.02050018310546875,2.1311888694763184
ER,1000,2.0,5,20,441,431,266,256,697,633,671,0.0222015380859375,0.21204876899719238
ER,1000,2.0,5,50,441,431,266,256,697,633,669,0.0222015380859375,0.5321252346038818
ER,1000,2.0,5,100,441,431,266,256,697,633,668,0.0222015380859375,1.0957071781158447
ER,1000,2.0,5,200,441,431,266,256,697,633,671,0.0222015380859375,2.1296870708465576
ER,1000,2.0,6,20,441,431,265,255,696,633,675,0.021739482879638672,0.21663308143615723
ER,1000,2.0,6,50,441,431,265,255,696,633,675,0.021739482879638672,0.5275290012359619
ER,1000,2.0,6,100,441,431,265,255,696,633,672,0.021739482879638672,1.054443359375
ER,1000,2.0,6,200,441,431,265,255,696,633,668,0.021739482879638672,2.1339046955108643
ER,1000,2.0,7,20,441,431,256,246,687,633,670,0.02083277702331543,0.2155451774597168
ER,1000,2.0,7,50,441,431,256,246,687,633,672,0.02083277702331543,0.532630205154419
ER,1000,2.0,7,100,441,431,256,246,687,633,669,0.02083277702331543,1.0617632865905762
ER,1000,2.0,7,200,441,431,256,246,687,633,669,0.02083277702331543,2.117405414581299
ER,1000,2.0,8,20,441,431,251,241,682,633,674,0.020124197006225586,0.21498441696166992
ER,1000,2.0,8,50,441,431,251,241,682,633,675,0.020124197006225586,0.5321393013000488
ER,1000,2.0,8,100,441,431,251,241,682,633,670,0.020124197006225586,1.0432510375976562
ER,1000,2.0,8,200,441,431,251,241,682,633,672,0.020124197006225586,2.115499258041382
ER,1000,2.0,9,20,441,431,260,250,691,633,675,0.02164769172668457,0.21771025657653809
ER,1000,2.0,9,50,441,431,260,250,691,633,672,0.02164769172668457,0.5240769386291504
ER,1000,2.0,9,100,441,431,260,250,691,633,667,0.02164769172668457,1.07954740524292
ER,1000,2.0,9,200,441,431,260,250,691,633,672,0.02164769172668457,2.1245620250701904
BA,1000,2.0,0,20,543,537,238,232,775,723,762,0.01794910430908203,0.24644112586975098
BA,1000,2.0,0,50,543,537,238,232,775,723,754,0.01794910430908203,0.5998752117156982
BA,1000,2.0,0,100,543,537,238,232,775,723,756,0.01794910430908203,1.1769742965698242
BA,1000,2.0,0,200,543,537,238,232,775,723,756,0.01794910430908203,2.4293365478515625
BA,1000,2.0,1,20,543,537,227,221,764,723,758,0.016744613647460938,0.2335186004638672
BA,1000,2.0,1,50,543,537,227,221,764,723,759,0.016744613647460938,0.599860668182373
BA,1000,2.0,1,100,543,537,227,221,764,723,758,0.016744613647460938,1.1871192455291748
BA,1000,2.0,1,200,543,537,227,221,764,723,758,0.016744613647460938,2.423262596130371
BA,1000,2.0,2,20,543,537,237,231,774,723,764,0.017139673233032227,0.24143624305725098
BA,1000,2.0,2,50,543,537,237,231,774,723,760,0.017139673233032227,0.5798308849334717
BA,1000,2.0,2,100,543,537,237,231,774,723,759,0.017139673233032227,1.1965126991271973
BA,1000,2.0,2,200,543,537,237,231,774,723,755,0.017139673233032227,2.569023609161377
BA,1000,2.0,3,20,543,537,233,227,770,723,765,0.01721954345703125,0.23739385604858398
BA,1000,2.0,3,50,543,537,233,227,770,723,759,0.01721954345703125,0.5987203121185303
BA,1000,2.0,3,100,543,537,233,227,770,723,759,0.01721954345703125,1.1966114044189453
BA,1000,2.0,3,200,543,537,233,227,770,723,755,0.01721954345703125,2.4117891788482666
BA,1000,2.0,4,20,543,537,236,230,773,723,763,0.017508983612060547,0.23679780960083008
BA,1000,2.0,4,50,543,537,236,230,773,723,763,0.017508983612060547,0.606907844543457
BA,1000,2.0,4,100,543,537,236,230,773,723,758,0.017508983612060547,1.2219231128692627
BA,1000,2.0,4,200,543,537,236,230,773,723,755,0.017508983612060547,2.400500535964966
BA,1000,2.0,5,20,543,537,233,227,770,723,761,0.017255783081054688,0.2393639087677002
BA,1000,2.0,5,50,543,537,233,227,770,723,757,0.017255783081054688,0.6064925193786621
BA,1000,2.0,5,100,543,537,233,227,770,723,758,0.017255783081054688,1.2099025249481201
BA,1000,2.0,5,200,543,537,233,227,770,723,756,0.017255783081054688,2.366666555404663
BA,1000,2.0,6,20,543,537,237,231,774,723,759,0.017545700073242188,0.23941969871520996
BA,1000,2.0,6,50,543,537,237,231,774,723,757,0.017545700073242188,0.811516523361206
BA,1000,2.0,6,100,543,537,237,231,774,723,755,0.017545700073242188,1.3599534034729004
BA,1000,2.0,6,200,543,537,237,231,774,723,754,0.017545700073242188,2.3523201942443848
BA,1000,2.0,7,20,543,537,234,228,771,723,759,0.017045021057128906,0.2404012680053711
BA,1000,2.0,7,50,543,537,234,228,771,723,759,0.017045021057128906,0.5883297920227051
BA,1000,2.0,7,100,543,537,234,228,771,723,761,0.017045021057128906,1.2027547359466553
BA,1000,2.0,7,200,543,537,234,228,771,723,757,0.017045021057128906,2.338533639907837
BA,1000,2.0,8,20,543,537,235,229,772,723,761,0.018035888671875,0.2470414638519287
BA,1000,2.0,8,50,543,537,235,229,772,723,758,0.018035888671875,0.6174733638763428
BA,1000,2.0,8,100,543,537,235,229,772,723,756,0.018035888671875,1.2083587646484375
BA,1000,2.0,8,200,543,537,235,229,772,723,755,0.018035888671875,2.427541971206665
BA,1000,2.0,9,20,543,537,234,228,771,723,758,0.017153024673461914,0.2435319423675537
BA,1000,2.0,9,50,543,537,234,228,771,723,756,0.017153024673461914,0.6151087284088135
BA,1000,2.0,9,100,543,537,234,228,771,723,756,0.017153024673461914,1.2041547298431396
BA,1000,2.0,9,200,543,537,234,228,771,723,758,0.017153024673461914,2.41365909576416
ER,1000,3.0,0,20,336,325,215,204,540,471,531,0.09079432487487793,0.30190610885620117
ER,1000,3.0,0,50,336,325,215,204,540,471,528,0.09079432487487793,0.6287806034088135
ER,1000,3.0,0,100,336,325,215,204,540,471,524,0.09079432487487793,1.2571601867675781
ER,1000,3.0,0,200,336,325,215,204,540,471,519,0.09079432487487793,2.5106353759765625
ER,1000,3.0,1,20,336,325,219,208,544,471,532,0.019760608673095703,0.25339174270629883
ER,1000,3.0,1,50,336,325,219,208,544,471,523,0.019760608673095703,0.6342895030975342
ER,1000,3.0,1,100,336,325,219,208,544,471,524,0.019760608673095703,1.269357681274414
ER,1000,3.0,1,200,336,325,219,208,544,471,520,0.019760608673095703,2.5402724742889404
ER,1000,3.0,2,20,336,325,224,213,549,471,527,0.020296335220336914,0.25304603576660156
ER,1000,3.0,2,50,336,325,224,213,549,471,526,0.020296335220336914,0.6306684017181396
ER,1000,3.0,2,100,336,325,224,213,549,471,525,0.020296335220336914,1.249314785003662
ER,1000,3.0,2,200,336,325,224,213,549,471,525,0.020296335220336914,2.5058672428131104
ER,1000,3.0,3,20,336,325,219,208,544,471,529,0.0954291820526123,0.2947409152984619
ER,1000,3.0,3,50,336,325,219,208,544,471,527,0.0954291820526123,0.6280107498168945
ER,1000,3.0,3,100,336,325,219,208,544,471,524,0.0954291820526123,1.2769923210144043
ER,1000,3.0,3,200,336,325,219,208,544,471,523,0.0954291820526123,2.5228686332702637
ER,1000,3.0,4,20,336,325,222,211,547,471,526,0.019562482833862305,0.2538769245147705
ER,1000,3.0,4,50,336,325,222,211,547,471,526,0.019562482833862305,0.6357545852661133
ER,1000,3.0,4,100,336,325,222,211,547,471,526,0.019562482833862305,1.4737393856048584
ER,1000,3.0,4,200,336,325,222,211,547,471,522,0.019562482833862305,2.554532051086426
ER,1000,3.0,5,20,336,325,210,199,535,471,529,0.018522024154663086,0.26317310333251953
ER,1000,3.0,5,50,336,325,210,199,535,471,525,0.018522024154663086,0.6388664245605469
ER,1000,3.0,5,100,336,325,210,199,535,471,522,0.018522024154663086,1.270355463027954
ER,1000,3.0,5,200,336,325,210,199,535,471,522,0.018522024154663086,2.5315284729003906
ER,1000,3.0,6,20,336,325,220,209,545,471,529,0.020146608352661133,0.25583553314208984
ER,1000,3.0,6,50,336,325,220,209,545,471,526,0.020146608352661133,0.6331894397735596
ER,1000,3.0,6,100,336,325,220,209,545,471,525,0.020146608352661133,1.3991668224334717
ER,1000,3.0,6,200,336,325,220,209,545,471,523,0.020146608352661133,2.6269824504852295
ER,1000,3.0,7,20,336,325,218,207,543,471,530,0.01950812339782715,0.249314546585083
ER,1000,3.0,7,50,336,325,218,207,543,471,521,0.01950812339782715,0.6336557865142822
ER,1000,3.0,7,100,336,325,218,207,543,471,522,0.01950812339782715,1.2541747093200684
ER,1000,3.0,7,200,336,325,218,207,543,471,519,0.01950812339782715,2.511329174041748
ER,1000,3.0,8,20,336,325,221,210,546,471,528,0.019440650939941406,0.2501070499420166
ER,1000,3.0,8,50,336,325,221,210,546,471,523,0.019440650939941406,0.629948616027832
ER,1000,3.0,8,100,336,325,221,210,546,471,525,0.019440650939941406,1.2836532592773438
ER,1000,3.0,8,200,336,325,221,210,546,471,522,0.019440650939941406,2.525592088699341
ER,1000,3.0,9,20,336,325,216,205,541,471,529,0.01972818374633789,0.25164341926574707
ER,1000,3.0,9,50,336,325,216,205,541,471,525,0.01972818374633789,0.6295943260192871
ER,1000,3.0,9,100,336,325,216,205,541,471,525,0.01972818374633789,1.2556407451629639
ER,1000,3.0,9,200,336,325,216,205,541,471,522,0.01972818374633789,2.5318920612335205
BA,1000,3.0,0,20,426,428,223,225,651,579,633,0.09199070930480957,0.29045605659484863
BA,1000,3.0,0,50,426,428,223,225,651,579,628,0.09199070930480957,0.7079887390136719
BA,1000,3.0,0,100,426,428,223,225,651,579,633,0.09199070930480957,1.4079184532165527
BA,1000,3.0,0,200,426,428,223,225,651,579,628,0.09199070930480957,2.8021395206451416
BA,1000,3.0,1,20,426,428,220,222,648,579,631,0.018846988677978516,0.27809906005859375
BA,1000,3.0,1,50,426,428,220,222,648,579,633,0.018846988677978516,0.7291271686553955
BA,1000,3.0,1,100,426,428,220,222,648,579,630,0.018846988677978516,1.452157974243164
BA,1000,3.0,1,200,426,428,220,222,648,579,631,0.018846988677978516,2.840453624725342
BA,1000,3.0,2,20,426,428,218,220,646,579,629,0.019324779510498047,0.29054760932922363
BA,1000,3.0,2,50,426,428,218,220,646,579,632,0.019324779510498047,0.701801061630249
BA,1000,3.0,2,100,426,428,218,220,646,579,625,0.019324779510498047,1.4085283279418945
BA,1000,3.0,2,200,426,428,218,220,646,579,628,0.019324779510498047,2.8143389225006104
BA,1000,3.0,3,20,426,428,215,217,643,579,634,0.019336938858032227,0.2773621082305908
BA,1000,3.0,3,50,426,428,215,217,643,579,631,0.019336938858032227,0.6949400901794434
BA,1000,3.0,3,100,426,428,215,217,643,579,629,0.019336938858032227,1.3878395557403564
BA,1000,3.0,3,200,426,428,215,217,643,579,627,0.019336938858032227,2.7957394123077393
BA,1000,3.0,4,20,426,428,212,214,640,579,634,0.019240140914916992,0.27280402183532715
BA,1000,3.0,4,50,426,428,212,214,640,579,633,0.019240140914916992,0.7050034999847412
BA,1000,3.0,4,100,426,428,212,214,640,579,629,0.019240140914916992,1.4094958305358887
BA,1000,3.0,4,200,426,428,212,214,640,579,628,0.019240140914916992,2.836406707763672
BA,1000,3.0,5,20,426,428,218,220,646,579,635,0.01902294158935547,0.28162455558776855
BA,1000,3.0,5,50,426,428,218,220,646,579,632,0.01902294158935547,0.7086749076843262
BA,1000,3.0,5,100,426,428,218,220,646,579,630,0.01902294158935547,1.3920543193817139
BA,1000,3.0,5,200,426,428,218,220,646,579,624,0.01902294158935547,3.013956069946289
BA,1000,3.0,6,20,426,428,214,216,642,579,635,0.018482446670532227,0.27680015563964844
BA,1000,3.0,6,50,426,428,214,216,642,579,633,0.018482446670532227,0.8162636756896973
BA,1000,3.0,6,100,426,428,214,216,642,579,632,0.018482446670532227,1.4008512496948242
BA,1000,3.0,6,200,426,428,214,216,642,579,628,0.018482446670532227,2.873241662979126
BA,1000,3.0,7,20,426,428,215,217,643,579,625,0.01838397979736328,0.28537726402282715
BA,1000,3.0,7,50,426,428,215,217,643,579,628,0.01838397979736328,0.7207820415496826
BA,1000,3.0,7,100,426,428,215,217,643,579,629,0.01838397979736328,1.4320068359375
BA,1000,3.0,7,200,426,428,215,217,643,579,625,0.01838397979736328,2.9303483963012695
BA,1000,3.0,8,20,426,428,226,228,654,579,636,0.021731138229370117,0.28830718994140625
BA,1000,3.0,8,50,426,428,226,228,654,579,631,0.021731138229370117,0.7292783260345459
BA,1000,3.0,8,100,426,428,226,228,654,579,626,0.021731138229370117,1.4459915161132812
BA,1000,3.0,8,200,426,428,226,228,654,579,627,0.021731138229370117,2.8671693801879883
BA,1000,3.0,9,20,426,428,220,222,648,579,628,0.019664287567138672,0.28502631187438965
BA,1000,3.0,9,50,426,428,220,222,648,579,630,0.019664287567138672,0.7102880477905273
BA,1000,3.0,9,100,426,428,220,222,648,579,628,0.019664287567138672,1.4243512153625488
BA,1000,3.0,9,200,426,428,220,222,648,579,626,0.019664287567138672,2.866708278656006
ER,1000,4.0,0,20,198,216,164,182,380,326,367,0.01707172393798828,0.30931758880615234
ER,1000,4.0,0,50,198,216,164,182,380,326,358,0.01707172393798828,0.774914026260376
ER,1000,4.0,0,100,198,216,164,182,380,326,362,0.01707172393798828,1.5284702777862549
ER,1000,4.0,0,200,198,216,164,182,380,326,360,0.01707172393798828,3.085998296737671
ER,1000,4.0,1,20,198,216,156,174,372,326,362,0.016684293746948242,0.30282020568847656
ER,1000,4.0,1,50,198,216,156,174,372,326,361,0.016684293746948242,0.766899585723877
ER,1000,4.0,1,100,198,216,156,174,372,326,362,0.016684293746948242,1.5444614887237549
ER,1000,4.0,1,200,198,216,156,174,372,326,358,0.016684293746948242,3.117967128753662
ER,1000,4.0,2,20,198,216,153,171,369,326,363,0.017766714096069336,0.3082559108734131
ER,1000,4.0,2,50,198,216,153,171,369,326,364,0.017766714096069336,0.7781534194946289
ER,1000,4.0,2,100,198,216,153,171,369,326,363,0.017766714096069336,1.5575542449951172
ER,1000,4.0,2,200,198,216,153,171,369,326,361,0.017766714096069336,3.0717267990112305
ER,1000,4.0,3,20,198,216,160,178,376,326,369,0.017021656036376953,0.3123772144317627
ER,1000,4.0,3,50,198,216,160,178,376,326,360,0.017021656036376953,0.7729754447937012
ER,1000,4.0,3,100,198,216,160,178,376,326,359,0.017021656036376953,1.5767982006072998
ER,1000,4.0,3,200,198,216,160,178,376,326,359,0.017021656036376953,3.089747667312622
ER,1000,4.0,4,20,198,216,156,174,372,326,365,0.0173797607421875,0.3101623058319092
ER,1000,4.0,4,50,198,216,156,174,372,326,362,0.0173797607421875,0.7905378341674805
ER,1000,4.0,4,100,198,216,156,174,372,326,362,0.0173797607421875,1.5389070510864258
ER,1000,4.0,4,200,198,216,156,174,372,326,359,0.0173797607421875,3.112544298171997
ER,1000,4.0,5,20,198,216,162,180,378,326,365,0.01753520965576172,0.3143737316131592
ER,1000,4.0,5,50,198,216,162,180,378,326,363,0.01753520965576172,0.7663249969482422
ER,1000,4.0,5,100,198,216,162,180,378,326,359,0.01753520965576172,1.5261671543121338
ER,1000,4.0,5,200,198,216,162,180,378,326,361,0.01753520965576172,3.104537010192871
ER,1000,4.0,6,20,198,216,158,176,374,326,365,0.01672196388244629,0.30947041511535645
ER,1000,4.0,6,50,198,216,158,176,374,326,361,0.01672196388244629,0.7730276584625244
ER,1000,4.0,6,100,198,216,158,176,374,326,357,0.01672196388244629,1.5242748260498047
ER,1000,4.0,6,200,198,216,158,176,374,326,358,0.01672196388244629,3.061549186706543
ER,1000,4.0,7,20,198,216,161,179,377,326,365,0.017574310302734375,0.3108389377593994
ER,1000,4.0,7,50,198,216,161,179,377,326,363,0.017574310302734375,0.7832660675048828
ER,1000,4.0,7,100,198,216,161,179,377,326,360,0.017574310302734375,1.5331408977508545
ER,1000,4.0,7,200,198,216,161,179,377,326,358,0.017574310302734375,3.1076927185058594
ER,1000,4.0,8,20,198,216,159,177,375,326,364,0.01753973960876465,0.306471586227417
ER,1000,4.0,8,50,198,216,159,177,375,326,361,0.01753973960876465,0.7713708877563477
ER,1000,4.0,8,100,198,216,159,177,375,326,361,0.01753973960876465,1.5262141227722168
ER,1000,4.0,8,200,198,216,159,177,375,326,360,0.01753973960876465,3.098848581314087
ER,1000,4.0,9,20,198,216,167,185,383,326,364,0.018474102020263672,0.3080625534057617
ER,1000,4.0,9,50,198,216,167,185,383,326,362,0.018474102020263672,0.7755522727966309
ER,1000,4.0,9,100,198,216,167,185,383,326,360,0.018474102020263672,1.5160083770751953
ER,1000,4.0,9,200,198,216,167,185,383,326,360,0.018474102020263672,3.071788787841797
BA,1000,4.0,0,20,342,353,205,216,558,477,547,0.022611618041992188,0.3016242980957031
BA,1000,4.0,0,50,342,353,205,216,558,477,543,0.022611618041992188,0.7460424900054932
BA,1000,4.0,0,100,342,353,205,216,558,477,541,0.022611618041992188,1.4970426559448242
BA,1000,4.0,0,200,342,353,205,216,558,477,536,0.022611618041992188,2.9886438846588135
BA,1000,4.0,1,20,342,353,194,205,547,477,541,0.02020263671875,0.2976076602935791
BA,1000,4.0,1,50,342,353,194,205,547,477,538,0.02020263671875,0.7453203201293945
BA,1000,4.0,1,100,342,353,194,205,547,477,541,0.02020263671875,1.5051538944244385
BA,1000,4.0,1,200,342,353,194,205,547,477,536,0.02020263671875,2.969291925430298
BA,1000,4.0,2,20,342,353,208,219,561,477,543,0.024321794509887695,0.30177998542785645
BA,1000,4.0,2,50,342,353,208,219,561,477,544,0.024321794509887695,0.7455790042877197
BA,1000,4.0,2,100,342,353,208,219,561,477,538,0.024321794509887695,1.4869680404663086
BA,1000,4.0,2,200,342,353,208,219,561,477,538,0.024321794509887695,3.024195432662964
BA,1000,4.0,3,20,342,353,208,219,561,477,544,0.022565364837646484,0.3009064197540283
BA,1000,4.0,3,50,342,353,208,219,561,477,540,0.022565364837646484,0.7590351104736328
BA,1000,4.0,3,100,342,353,208,219,561,477,541,0.022565364837646484,1.5776066780090332
BA,1000,4.0,3,200,342,353,208,219,561,477,541,0.022565364837646484,2.968782424926758
BA,1000,4.0,4,20,342,353,204,215,557,477,541,0.021923065185546875,0.300337553024292
BA,1000,4.0,4,50,342,353,204,215,557,477,537,0.021923065185546875,0.7370965480804443
BA,1000,4.0,4,100,342,353,204,215,557,477,541,0.021923065185546875,1.4943675994873047
BA,1000,4.0,4,200,342,353,204,215,557,477,539,0.021923065185546875,2.9799437522888184
BA,1000,4.0,5,20,342,353,204,215,557,477,546,0.021663427352905273,0.29207897186279297
BA,1000,4.0,5,50,342,353,204,215,557,477,542,0.021663427352905273,0.7390289306640625
BA,1000,4.0,5,100,342,353,204,215,557,477,539,0.021663427352905273,1.5210824012756348
BA,1000,4.0,5,200,342,353,204,215,557,477,538,0.021663427352905273,3.006702184677124
BA,1000,4.0,6,20,342,353,210,221,563,477,543,0.0211641788482666,0.30211782455444336
BA,1000,4.0,6,50,342,353,210,221,563,477,542,0.0211641788482666,0.770176887512207
BA,1000,4.0,6,100,342,353,210,221,563,477,542,0.0211641788482666,1.4939236640930176
BA,1000,4.0,6,200,342,353,210,221,563,477,537,0.0211641788482666,2.9747490882873535
BA,1000,4.0,7,20,342,353,214,225,567,477,542,0.021923065185546875,0.30532217025756836
BA,1000,4.0,7,50,342,353,214,225,567,477,541,0.021923065185546875,0.7515830993652344
BA,1000,4.0,7,100,342,353,214,225,567,477,544,0.021923065185546875,1.5046002864837646
